Designator,Mid X,Mid Y,Rotation,Layer
C1,4.826,17.399,180.0,top
C2,4.826,15.8115,180.0,top
C3,14.097,14.478,135.0,top
C4,13.843,4.191,270.0,top
C5,5.0165,3.81,180.0,top
C6,7.747,4.064,270.0,top
C7,4.191,29.083,90.0,top
D1,11.1125,22.479,180.0,top
L1,5.0165,5.842,180.0,top
R1,8.636,29.972,180.0,top
R2,7.8105,22.479,0.0,top
REF1,10.541,2.794,0.0,top
REF2,1.016,31.115,0.0,top
REF3,17.526,31.115,0.0,top
SW1,9.271,26.924,0.0,top
U1,9.271,10.795,225.0,top
Y1,11.811,18.542,270.0,top
